4096
0	194.4639274	1.562341367e-10
1	211.4289308	2.484412676e-11
2	227.4228666	1.572786346e-11
3	243.755772	1.310311859e-10
4	249.8711848	2.597424498e-10
5	256.7136139	2.909814611e-10
6	247.835005	2.061781856e-10
7	243.6639679	7.793587997e-11
8	251.6679908	5.840661288e-12
9	253.4915476	4.908073947e-11
10	252.957229	1.8127011e-10
11	254.0515658	2.936602073e-10
12	251.319169	2.744222627e-10
13	245.8321595	1.21065824e-10
14	248.8907297	-2.915356845e-11
15	249.3357404	-2.525624154e-11
16	250.6612017	1.334967692e-10
17	247.3843352	2.870521598e-10
18	241.6664828	2.794884324e-10
19	245.5914274	1.225650692e-10
20	252.094099	-2.799538379e-11
21	257.5289046	-3.896616363e-11
22	251.9087341	7.628742082e-11
23	249.8489536	2.011013578e-10
24	250.7968828	2.316085101e-10
25	247.6145314	1.511502035e-10
26	246.922824	2.322408932e-11
27	250.9497782	-5.854872143e-11
28	254.0820995	-2.845013114e-11
29	256.2854459	9.364953257e-11
30	266.9687539	2.003588406e-10
31	266.9873047	1.841833353e-10
32	264.4270071	4.732569892e-11
33	267.1260741	-8.880363112e-11
34	272.6707657	-1.006981165e-10
35	274.2071919	1.44666501e-11
36	257.463328	1.413802408e-10
37	244.2034344	1.642348479e-10
38	244.2610592	6.713207767e-11
39	249.0608035	-6.87236934e-11
40	246.6965525	-1.3970336e-10
41	243.5085023	-9.111644772e-11
42	239.9412641	4.12434531e-11
43	238.8034537	1.429008023e-10
44	240.3751369	1.089297541e-10
45	233.4521597	-5.193712127e-11
46	232.5974831	-1.987210396e-10
47	230.6404471	-1.879385536e-10
48	233.5326266	-2.787814424e-11
49	239.584177	1.169659924e-10
50	236.7754851	9.626077713e-11
51	235.1622036	-6.607692171e-11
52	232.0642921	-2.124380671e-10
53	223.3630863	-2.161648638e-10
54	217.9468827	-9.59161639e-11
55	221.8335266	2.310329705e-11
56	218.3551033	4.468958537e-11
57	220.3469742	-3.716493779e-11
58	216.1005972	-1.620819035e-10
59	201.8928021	-2.357651852e-10
60	203.2256704	-2.02128092e-10
61	187.8308515	-7.966605153e-11
62	172.4803237	2.537703381e-11
63	203.5472539	8.899547765e-12
64	248.2852031	-1.28597577e-10
65	260.4038711	-2.6348701e-10
66	265.4785687	-2.7084468e-10
67	268.3526802	-1.480486844e-10
68	259.6190761	-1.673328143e-11
69	257.3077302	4.622080496e-12
70	248.2891379	-9.806910839e-11
