4096
0	9053.890625	0
1	571.3200877	-1339.908782
2	-152.3042912	-797.088686
3	422.7703002	-433.4402383
4	-155.4704354	-625.0693578
5	165.648945	-311.8878422
6	-64.7642366	-322.546109
7	51.59322963	-402.4886001
63	611.6400579	-162.206751
64	120.9272448	-699.7672943
65	-934.990838	-310.575084
66	-258.595005	481.3314327
4030	-258.595005	-481.3314327
4031	-934.990838	310.575084
4032	120.9272448	699.7672943
4033	611.6400579	162.206751
4089	51.59322963	402.4886001
4090	-64.7642366	322.546109
4091	165.648945	311.8878422
4092	-155.4704354	625.0693578
4093	422.7703002	433.4402383
4094	-152.3042912	797.088686
4095	571.3200877	1339.908782
